"No.","Time","Source","Destination","Protocol","Length","Info"
"568","0.489682577","192.229.210.207","10.0.2.15","TLSv1.2","3586","Application Data, Application Data, Application Data, Application Data"
"569","0.489685576","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1362 Ack=90859 Win=65320 Len=0"
"570","0.489753255","127.0.1.1","127.0.0.1","DNS","114","Standard query response 0x317c A apis.google.com CNAME plus.l.google.com A 216.58.216.142"
"571","0.491026836","10.0.2.15","192.229.210.207","TLSv1.2","179","Application Data"
"572","0.491105799","10.0.2.15","192.229.210.207","TLSv1.2","176","Application Data"
"573","0.491147229","10.0.2.15","192.229.210.207","TLSv1.2","180","Application Data"
"574","0.491456940","192.229.210.207","10.0.2.15","TCP","62","443  >  52070 [ACK] Seq=90859 Ack=1485 Win=65535 Len=0"
"575","0.491464565","192.229.210.207","10.0.2.15","TCP","62","443  >  52070 [ACK] Seq=90859 Ack=1605 Win=65535 Len=0"
"576","0.491466223","192.229.210.207","10.0.2.15","TCP","62","443  >  52070 [ACK] Seq=90859 Ack=1729 Win=65535 Len=0"
"577","0.491470944","192.229.210.207","10.0.2.15","TLSv1.2","12476","Application Data, Application Data, Application Data"
"578","0.491476318","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=105059 Win=65320 Len=0"
"579","0.491541346","10.0.2.15","216.58.216.142","TCP","76","35568  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=4114807206 TSecr=0 WS=128"
"580","0.491968484","192.229.210.207","10.0.2.15","TCP","5576","443  >  52062 [PSH, ACK] Seq=105059 Ack=996 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"581","0.491975332","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=110579 Win=65320 Len=0"
"582","0.493566056","192.229.210.207","10.0.2.15","TCP","5576","443  >  52062 [PSH, ACK] Seq=110579 Ack=996 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"583","0.493577943","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=116099 Win=65320 Len=0"
"584","0.494634288","192.229.210.207","10.0.2.15","TLSv1.2","1436","Application Data, Application Data, Application Data"
"585","0.494654163","23.194.101.132","10.0.2.15","TLSv1.2","2896","Server Hello"
"586","0.494659392","10.0.2.15","23.194.101.132","TCP","56","34536  >  443 [ACK] Seq=210 Ack=2841 Win=34080 Len=0"
"587","0.494757432","23.194.101.132","10.0.2.15","TCP","1312","443  >  34536 [PSH, ACK] Seq=2841 Ack=210 Win=65535 Len=1256 [TCP segment of a reassembled PDU]"
"588","0.494763535","10.0.2.15","23.194.101.132","TCP","56","34536  >  443 [ACK] Seq=210 Ack=4097 Win=36920 Len=0"
"589","0.495613350","23.194.101.132","10.0.2.15","TLSv1.2","1436","Certificate [TCP segment of a reassembled PDU]"
"590","0.495619649","10.0.2.15","23.194.101.132","TCP","56","34536  >  443 [ACK] Seq=210 Ack=5477 Win=39760 Len=0"
"591","0.496637710","192.229.210.207","10.0.2.15","TCP","1436","443  >  52062 [PSH, ACK] Seq=117479 Ack=996 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"592","0.496643677","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=118859 Win=65320 Len=0"
"593","0.498679052","192.229.210.207","10.0.2.15","TCP","11096","443  >  52062 [PSH, ACK] Seq=118859 Ack=996 Win=65535 Len=11040 [TCP segment of a reassembled PDU]"
"594","0.498687316","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=129899 Win=65320 Len=0"
"595","0.508253287","192.229.210.207","10.0.2.15","TCP","1436","443  >  52062 [PSH, ACK] Seq=129899 Ack=996 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"596","0.508716752","192.229.210.207","10.0.2.15","TCP","1436","443  >  52062 [PSH, ACK] Seq=131279 Ack=996 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"597","0.508732597","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=132659 Win=65535 Len=0"
"598","0.510444979","192.229.210.207","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"599","0.510475878","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=140939 Win=65535 Len=0"
"600","0.513624924","192.229.210.207","10.0.2.15","TLSv1.2","15236","Application Data, Application Data, Application Data"
"601","0.513658170","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=156119 Win=65535 Len=0"
"602","0.513704055","192.229.210.207","10.0.2.15","TLSv1.2","2816","Application Data, Application Data, Application Data"
"603","0.513711981","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=92464 Win=65320 Len=0"
"604","0.516815118","127.0.0.1","127.0.1.1","DNS","85","Standard query 0x4ba7 A cdn-gl.imrworldwide.com"
"605","0.516852725","10.0.2.15","153.90.2.15","DNS","85","Standard query 0xcc98 A cdn-gl.imrworldwide.com"
"606","0.517485930","192.229.210.207","10.0.2.15","TCP","13856","443  >  52050 [PSH, ACK] Seq=92464 Ack=1668 Win=65535 Len=13800 [TCP segment of a reassembled PDU]"
"607","0.517552903","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=106264 Win=65320 Len=0"
"608","0.517575538","192.229.210.207","10.0.2.15","TLSv1.2","4196","Application Data, Application Data, Application Data"
"609","0.517580393","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=110404 Win=65320 Len=0"
"610","0.520296998","192.229.210.207","10.0.2.15","TLSv1.2","15236","Application Data, Application Data, Application Data"
"611","0.520312088","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=125584 Win=65320 Len=0"
"612","0.521757580","192.229.210.207","10.0.2.15","TCP","4196","443  >  52050 [PSH, ACK] Seq=125584 Ack=1668 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"613","0.521769934","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=129724 Win=65535 Len=0"
"614","0.523640011","192.229.210.207","10.0.2.15","TLSv1.2","22136","Application Data, Application Data, Application Data"
"615","0.523656220","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=151804 Win=65535 Len=0"
"616","0.526171513","192.229.210.207","10.0.2.15","TCP","5576","443  >  52062 [PSH, ACK] Seq=156119 Ack=996 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"617","0.526198833","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=161639 Win=65535 Len=0"
"618","0.526279785","192.229.210.207","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"619","0.526288013","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=160084 Win=65535 Len=0"
"620","0.526568260","192.229.210.207","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"621","0.526573523","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=169919 Win=65535 Len=0"
"622","0.529761645","192.229.210.207","10.0.2.15","TCP","2816","443  >  52062 [PSH, ACK] Seq=169919 Ack=996 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"623","0.529772967","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=172679 Win=65535 Len=0"
"624","0.529922799","216.58.216.142","10.0.2.15","TCP","62","443  >  35568 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"625","0.529950898","10.0.2.15","216.58.216.142","TCP","56","35568  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"626","0.529997708","23.194.101.132","10.0.2.15","TLSv1.2","900","Certificate Status, Server Key Exchange, Server Hello Done"
"627","0.530001352","10.0.2.15","23.194.101.132","TCP","56","34536  >  443 [ACK] Seq=210 Ack=6321 Win=42600 Len=0"
"628","0.530020963","192.229.210.207","10.0.2.15","TLSv1.2","288","Application Data"
"629","0.530046240","192.229.210.207","10.0.2.15","TLSv1.2","15676","Application Data, Application Data, Application Data"
"630","0.530050911","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=188299 Win=65535 Len=0"
"631","0.530603428","192.229.210.207","10.0.2.15","TCP","5136","443  >  52062 [PSH, ACK] Seq=188299 Ack=996 Win=65535 Len=5080 [TCP segment of a reassembled PDU]"
"632","0.530608047","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=193379 Win=65535 Len=0"
"633","0.530805545","10.0.2.15","23.194.101.132","TLSv1.2","182","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message"
"634","0.530994023","23.194.101.132","10.0.2.15","TCP","62","443  >  34536 [ACK] Seq=6321 Ack=336 Win=65535 Len=0"
"635","0.531207624","192.229.210.207","10.0.2.15","TLSv1.2","2908","Application Data, Application Data"
"636","0.531231703","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1729 Ack=93943 Win=65320 Len=0"
"637","0.531533443","192.229.210.207","10.0.2.15","TCP","2816","443  >  52062 [PSH, ACK] Seq=193379 Ack=996 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"638","0.531537984","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=196139 Win=65535 Len=0"
"639","0.534261783","192.229.210.207","10.0.2.15","TLSv1.2","9716","Application Data, Application Data, Application Data"
"640","0.534277239","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=205799 Win=65535 Len=0"
"641","0.534314348","153.90.2.15","10.0.2.15","DNS","256","Standard query response 0xcc98 A cdn-gl.imrworldwide.com CNAME d1o1v4alhgrqng.cloudfront.net A 13.32.179.245 A 13.32.179.179 A 13.32.179.84 A 13.32.179.181 A 13.32.179.29 A 13.32.179.237 A 13.32.179.161 A 13.32.179.165"
"642","0.534381202","127.0.1.1","127.0.0.1","DNS","256","Standard query response 0x4ba7 A cdn-gl.imrworldwide.com CNAME d1o1v4alhgrqng.cloudfront.net A 13.32.179.245 A 13.32.179.179 A 13.32.179.84 A 13.32.179.181 A 13.32.179.29 A 13.32.179.237 A 13.32.179.161 A 13.32.179.165"
"643","0.535097652","192.229.210.207","10.0.2.15","TCP","6956","443  >  52062 [PSH, ACK] Seq=205799 Ack=996 Win=65535 Len=6900 [TCP segment of a reassembled PDU]"
"644","0.535104497","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=212699 Win=65535 Len=0"
"645","0.537333323","192.229.210.207","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data"
"646","0.537357330","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=220979 Win=65535 Len=0"
"647","0.538502558","10.0.2.15","216.58.216.142","TLSv1.2","259","Client Hello"
"648","0.538627092","10.0.2.15","13.32.179.245","TCP","76","38656  >  443 [SYN] Seq=0 Win=29200 Len=0 MSS=1460 SACK_PERM=1 TSval=3614653671 TSecr=0 WS=128"
"649","0.539109921","216.58.216.142","10.0.2.15","TCP","62","443  >  35568 [ACK] Seq=1 Ack=204 Win=65535 Len=0"
"650","0.540542235","192.229.210.207","10.0.2.15","TCP","2816","443  >  52050 [PSH, ACK] Seq=160084 Ack=1668 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"651","0.540551403","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=162844 Win=65535 Len=0"
"652","0.541607845","192.229.210.207","10.0.2.15","TCP","2816","443  >  52050 [PSH, ACK] Seq=162844 Ack=1668 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"653","0.541615900","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=165604 Win=65535 Len=0"
"654","0.541892719","10.0.2.15","23.194.101.132","TLSv1.2","390","Application Data"
"655","0.542017346","23.194.101.132","10.0.2.15","TCP","62","443  >  34536 [ACK] Seq=6321 Ack=670 Win=65535 Len=0"
"656","0.545485942","192.229.210.207","10.0.2.15","TCP","1436","443  >  52050 [PSH, ACK] Seq=165604 Ack=1668 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"657","0.545917466","192.229.210.207","10.0.2.15","TCP","1436","443  >  52050 [PSH, ACK] Seq=166984 Ack=1668 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"658","0.545924693","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=168364 Win=65535 Len=0"
"659","0.547336639","192.229.210.207","10.0.2.15","TLSv1.2","8336","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"660","0.547357628","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1668 Ack=176644 Win=65535 Len=0"
"661","0.548073607","10.0.2.15","192.229.210.207","TLSv1.2","173","Application Data"
"662","0.548279305","192.229.210.207","10.0.2.15","TCP","62","443  >  52050 [ACK] Seq=176644 Ack=1785 Win=65535 Len=0"
"663","0.549465945","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"664","0.549474161","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1785 Ack=190444 Win=65535 Len=0"
"665","0.550077061","10.0.2.15","192.229.210.207","TLSv1.2","170","Application Data"
"666","0.550651127","192.229.210.207","10.0.2.15","TCP","62","443  >  52050 [ACK] Seq=190444 Ack=1899 Win=65535 Len=0"
"667","0.552062629","192.229.210.207","10.0.2.15","TCP","6956","443  >  52050 [PSH, ACK] Seq=190444 Ack=1899 Win=65535 Len=6900 [TCP segment of a reassembled PDU]"
"668","0.552088315","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=197344 Win=65535 Len=0"
"669","0.552956567","192.229.210.207","10.0.2.15","TLSv1.2","15676","Application Data, Application Data, Application Data"
"670","0.552964464","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=212964 Win=65535 Len=0"
"671","0.553676019","192.229.210.207","10.0.2.15","TCP","2376","443  >  52050 [PSH, ACK] Seq=212964 Ack=1899 Win=65535 Len=2320 [TCP segment of a reassembled PDU]"
"672","0.553682186","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=215284 Win=65535 Len=0"
"673","0.555536704","192.229.210.207","10.0.2.15","TLSv1.2","6956","Application Data, Application Data, Application Data"
"674","0.555544450","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=222184 Win=65535 Len=0"
"675","0.557375304","192.229.210.207","10.0.2.15","TLSv1.2","12476","Application Data, Application Data, Application Data"
"676","0.557398768","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=234604 Win=65535 Len=0"
"677","0.558175497","192.229.210.207","10.0.2.15","TLSv1.2","18516","Application Data, Application Data, Application Data"
"678","0.558197663","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=253064 Win=65535 Len=0"
"679","0.558668974","192.229.210.207","10.0.2.15","TCP","2296","443  >  52050 [PSH, ACK] Seq=253064 Ack=1899 Win=65535 Len=2240 [TCP segment of a reassembled PDU]"
"680","0.558673911","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=255304 Win=65535 Len=0"
"681","0.560562361","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"682","0.560570447","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=269104 Win=65535 Len=0"
"683","0.562814959","192.229.210.207","10.0.2.15","TCP","1436","443  >  52050 [PSH, ACK] Seq=269104 Ack=1899 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"684","0.564144572","192.229.210.207","10.0.2.15","TCP","4196","443  >  52062 [PSH, ACK] Seq=220979 Ack=996 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"685","0.564158781","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=225119 Win=65535 Len=0"
"686","0.564336256","192.229.210.207","10.0.2.15","TCP","11096","443  >  52050 [PSH, ACK] Seq=270484 Ack=1899 Win=65535 Len=11040 [TCP segment of a reassembled PDU]"
"687","0.564342879","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=281524 Win=65535 Len=0"
"688","0.564389124","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"689","0.564395263","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=238919 Win=65535 Len=0"
"690","0.566693441","192.229.210.207","10.0.2.15","TLSv1.2","15236","Application Data, Application Data, Application Data"
"691","0.566719008","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=254099 Win=65535 Len=0"
"692","0.568494181","192.229.210.207","10.0.2.15","TCP","1436","443  >  52062 [PSH, ACK] Seq=254099 Ack=996 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"693","0.569552447","192.229.210.207","10.0.2.15","TLSv1.2","18184","Application Data, Application Data, Application Data, Application Data, Application Data"
"694","0.569572378","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1729 Ack=112071 Win=65320 Len=0"
"695","0.569627264","192.229.210.207","10.0.2.15","TCP","4196","443  >  52062 [PSH, ACK] Seq=255479 Ack=996 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"696","0.569677423","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=259619 Win=65535 Len=0"
"697","0.572189813","192.229.210.207","10.0.2.15","TCP","6956","443  >  52070 [PSH, ACK] Seq=112071 Ack=1729 Win=65535 Len=6900 [TCP segment of a reassembled PDU]"
"698","0.572210555","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1729 Ack=118971 Win=65535 Len=0"
"699","0.573931280","192.229.210.207","10.0.2.15","TLSv1.2","12396","Application Data, Application Data, Application Data"
"700","0.573945380","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1729 Ack=131311 Win=65535 Len=0"
"701","0.574841474","23.194.101.132","10.0.2.15","TLSv1.2","298","New Session Ticket, Change Cipher Spec, Encrypted Handshake Message"
"702","0.574851147","192.229.210.207","10.0.2.15","TCP","5576","443  >  52070 [PSH, ACK] Seq=131311 Ack=1729 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"703","0.574854359","10.0.2.15","192.229.210.207","TCP","56","52070  >  443 [ACK] Seq=1729 Ack=136831 Win=65535 Len=0"
"704","0.574889900","192.229.210.207","10.0.2.15","TLSv1.2","15236","Application Data, Application Data, Application Data"
"705","0.574894136","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=274799 Win=65535 Len=0"
"706","0.577563854","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"707","0.577584083","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=288599 Win=65535 Len=0"
"708","0.577626481","13.32.179.245","10.0.2.15","TCP","62","443  >  38656 [SYN, ACK] Seq=0 Ack=1 Win=65535 Len=0 MSS=1460"
"709","0.577641308","10.0.2.15","13.32.179.245","TCP","56","38656  >  443 [ACK] Seq=1 Ack=1 Win=29200 Len=0"
"710","0.577694624","192.229.210.207","10.0.2.15","TLSv1.2","1436","Application Data, Application Data, Application Data"
"711","0.577977547","10.0.2.15","13.32.179.245","TLSv1.2","267","Client Hello"
"712","0.578727518","13.32.179.245","10.0.2.15","TCP","62","443  >  38656 [ACK] Seq=1 Ack=212 Win=65535 Len=0"
"713","0.579214007","192.229.210.207","10.0.2.15","TCP","4196","443  >  52050 [PSH, ACK] Seq=282904 Ack=1899 Win=65535 Len=4140 [TCP segment of a reassembled PDU]"
"714","0.579224307","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=287044 Win=65535 Len=0"
"715","0.579261578","216.58.216.142","10.0.2.15","TLSv1.2","2896","Server Hello"
"716","0.579265659","10.0.2.15","216.58.216.142","TCP","56","35568  >  443 [ACK] Seq=204 Ack=2841 Win=34080 Len=0"
"717","0.579355936","216.58.216.142","10.0.2.15","TLSv1.2","1022","Certificate, Server Key Exchange, Server Hello Done"
"718","0.579359922","10.0.2.15","216.58.216.142","TCP","56","35568  >  443 [ACK] Seq=204 Ack=3807 Win=36920 Len=0"
"719","0.580302428","10.0.2.15","216.58.216.142","TLSv1.2","314","Client Key Exchange, Change Cipher Spec, Encrypted Handshake Message, Encrypted Handshake Message"
"720","0.580417905","192.229.210.207","10.0.2.15","TLSv1.2","12476","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"721","0.580423504","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=299464 Win=65535 Len=0"
"722","0.580440205","216.58.216.142","10.0.2.15","TCP","62","443  >  35568 [ACK] Seq=3807 Ack=462 Win=65535 Len=0"
"723","0.589979300","10.0.2.15","216.58.216.142","TLSv1.2","149","Application Data"
"724","0.590183630","10.0.2.15","216.58.216.142","TLSv1.2","251","Application Data"
"725","0.590366611","216.58.216.142","10.0.2.15","TCP","62","443  >  35568 [ACK] Seq=3807 Ack=555 Win=65535 Len=0"
"726","0.590376035","216.58.216.142","10.0.2.15","TCP","62","443  >  35568 [ACK] Seq=3807 Ack=750 Win=65535 Len=0"
"727","0.597176165","192.229.210.207","10.0.2.15","TCP","6956","443  >  52050 [PSH, ACK] Seq=299464 Ack=1899 Win=65535 Len=6900 [TCP segment of a reassembled PDU]"
"728","0.597192221","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=306364 Win=65535 Len=0"
"729","0.599122062","192.229.210.207","10.0.2.15","TLSv1.2","15236","Application Data, Application Data, Application Data"
"730","0.599241947","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=321544 Win=65535 Len=0"
"731","0.600372018","192.229.210.207","10.0.2.15","TLSv1.2","21356","Application Data, Application Data, Application Data"
"732","0.600432530","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=342844 Win=65535 Len=0"
"733","0.600794337","192.229.210.207","10.0.2.15","TCP","836","443  >  52050 [PSH, ACK] Seq=342844 Ack=1899 Win=65535 Len=780 [TCP segment of a reassembled PDU]"
"734","0.608053411","192.229.210.207","10.0.2.15","TLSv1.2","6956","Application Data, Application Data, Application Data"
"735","0.608083166","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=350524 Win=65535 Len=0"
"736","0.611892610","192.229.210.207","10.0.2.15","TCP","12476","443  >  52050 [PSH, ACK] Seq=350524 Ack=1899 Win=65535 Len=12420 [TCP segment of a reassembled PDU]"
"737","0.611908879","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=362944 Win=65535 Len=0"
"738","0.611972496","192.229.210.207","10.0.2.15","TLSv1.2","24896","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"739","0.612057930","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=387784 Win=65535 Len=0"
"740","0.615430671","10.0.2.15","23.194.101.132","TCP","56","34536  >  443 [ACK] Seq=670 Ack=6563 Win=45440 Len=0"
"741","0.615510609","192.229.210.207","10.0.2.15","TLSv1.2","27656","Application Data, Application Data, Application Data, Application Data"
"742","0.616524520","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=415384 Win=65535 Len=0"
"743","0.617397145","192.229.210.207","10.0.2.15","TLSv1.2","16616","Application Data, Application Data, Application Data, Application Data, Application Data"
"744","0.617761384","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=1899 Ack=431944 Win=65535 Len=0"
"745","0.620086282","10.0.2.15","192.229.210.207","TLSv1.2","169","Application Data"
"746","0.620241410","10.0.2.15","192.229.210.207","TLSv1.2","169","Application Data"
"747","0.620928909","192.229.210.207","10.0.2.15","TCP","62","443  >  52050 [ACK] Seq=431944 Ack=2012 Win=65535 Len=0"
"748","0.620957505","10.0.2.15","192.229.210.207","TLSv1.2","169","Application Data"
"749","0.620980442","192.229.210.207","10.0.2.15","TCP","62","443  >  52050 [ACK] Seq=431944 Ack=2125 Win=65535 Len=0"
"750","0.621193413","192.229.210.207","10.0.2.15","TCP","62","443  >  52050 [ACK] Seq=431944 Ack=2238 Win=65535 Len=0"
"751","0.624467986","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"752","0.624535050","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=445744 Win=65535 Len=0"
"753","0.625291484","192.229.210.207","10.0.2.15","TCP","5576","443  >  52050 [PSH, ACK] Seq=445744 Ack=2238 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"754","0.625297076","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=451264 Win=65535 Len=0"
"755","0.625746147","192.229.210.207","10.0.2.15","TLSv1.2","12836","Application Data, Application Data, Application Data, Application Data, Application Data, Application Data, Application Data"
"756","0.625752423","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=464044 Win=65535 Len=0"
"757","0.626398863","192.229.210.207","10.0.2.15","TCP","3690","443  >  52050 [PSH, ACK] Seq=464044 Ack=2238 Win=65535 Len=3634 [TCP segment of a reassembled PDU]"
"758","0.626404780","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=467678 Win=65535 Len=0"
"759","0.626832307","192.229.210.207","10.0.2.15","TCP","5576","443  >  52050 [PSH, ACK] Seq=467678 Ack=2238 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"760","0.626850857","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=473198 Win=65535 Len=0"
"761","0.628105015","192.229.210.207","10.0.2.15","TCP","1436","443  >  52070 [PSH, ACK] Seq=136831 Ack=1729 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"762","0.628114078","192.229.210.207","10.0.2.15","TCP","1436","443  >  52062 [PSH, ACK] Seq=288599 Ack=996 Win=65535 Len=1380 [TCP segment of a reassembled PDU]"
"763","0.628116914","192.229.210.207","10.0.2.15","TLSv1.2","1356","Application Data, Application Data, Application Data"
"764","0.635888739","192.229.210.207","10.0.2.15","TCP","2816","443  >  52050 [PSH, ACK] Seq=474498 Ack=2238 Win=65535 Len=2760 [TCP segment of a reassembled PDU]"
"765","0.635905163","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=477258 Win=65535 Len=0"
"766","0.638532829","192.229.210.207","10.0.2.15","TLSv1.2","13856","Application Data, Application Data, Application Data"
"767","0.638597573","10.0.2.15","192.229.210.207","TCP","56","52050  >  443 [ACK] Seq=2238 Ack=491058 Win=65535 Len=0"
"768","0.640730959","192.229.210.207","10.0.2.15","TCP","5576","443  >  52062 [PSH, ACK] Seq=289979 Ack=996 Win=65535 Len=5520 [TCP segment of a reassembled PDU]"
"769","0.640744607","10.0.2.15","192.229.210.207","TCP","56","52062  >  443 [ACK] Seq=996 Ack=295499 Win=65535 Len=0"
